Authors,Title,Journal/Book,Year,PMID/ISBN,Cell Identifier,Name of file containing figure,Figure/Table,Quote reference id,Representative?,,,
Klausberger T,GABAergic interneurons targeting dendrites of pyramidal cells in the CA1 area of the hippocampus,European Journal of Neuroscience,2009,19735288,4026,Klausberger--2009-947-EurJNeurosci-Fig2.pdf,figure,576,,,,
Klausberger T,GABAergic interneurons targeting dendrites of pyramidal cells in the CA1 area of the hippocampus,European Journal of Neuroscience,2009,19735288,4069,Klausberger--2009-947-EurJNeurosci-Fig2.pdf,figure,576,,,,
"Klausberger T, Marton LF, O'Neill J, Huck JH, Dalezios Y, Fuentealba P, Suen WY, Papp E, Kaneko T, Watanabe M, Csicsvari J, Somogyi P","Complementary Roles of Cholecystokinin- and Parvalbumin-Expressing GABAergic Neurons in Hippocampal Network Oscillations",Journal of Neuroscience,2005,16237182,4015,Klausberger-Somogyi-2005-9782-JNeurosci-Fig2.pdf,figure,,,,,
"Klausberger T, Marton LF, O'Neill J, Huck JH, Dalezios Y, Fuentealba P, Suen WY, Papp E, Kaneko T, Watanabe M, Csicsvari J, Somogyi P","Complementary Roles of Cholecystokinin- and Parvalbumin-Expressing GABAergic Neurons in Hippocampal Network Oscillations",Journal of Neuroscience,2005,16237182,4004,Klausberger-Somogyi-2005-9782-JNeurosci-Fig3B.pdf,figure,,,,,
"Klausberger T, Marton LF, O'Neill J, Huck JH, Dalezios Y, Fuentealba P, Suen WY, Papp E, Kaneko T, Watanabe M, Csicsvari J, Somogyi P","Complementary Roles of Cholecystokinin- and Parvalbumin-Expressing GABAergic Neurons in Hippocampal Network Oscillations",Journal of Neuroscience,2005,16237182,4015,Klausberger-Somogyi-2005-9782-JNeurosci-Tab2.pdf,table,,,,,
"Klausberger T, Somogyi P",Neuronal diversity and temporal dynamics: the unity of hippocampal circuit operations,Science,2008,18599766,4000,Klausberger-Somogyi-2008-53-Science-Fig1.pdf,figure,630,,,,
"Klausberger T, Somogyi P",Neuronal diversity and temporal dynamics: the unity of hippocampal circuit operations,Science,2008,18599766,4036,Klausberger-Somogyi-2008-53-Science-Fig1.pdf,figure,630,,,,
"Klausberger T, Somogyi P",Neuronal diversity and temporal dynamics: the unity of hippocampal circuit operations,Science,2008,18599766,4037,Klausberger-Somogyi-2008-53-Science-Fig1.pdf,figure,630,,,,
"Klausberger T, Somogyi P",Neuronal diversity and temporal dynamics: the unity of hippocampal circuit operations,Science,2008,18599766,4026,Klausberger-Somogyi-2008-53-Science-Fig1.pdf,figure,630,,,,
"Klausberger T, Somogyi P",Neuronal diversity and temporal dynamics: the unity of hippocampal circuit operations,Science,2008,18599766,4069,Klausberger-Somogyi-2008-53-Science-Fig1.pdf,figure,630,,,,
"Klausberger T, Somogyi P",Neuronal diversity and temporal dynamics: the unity of hippocampal circuit operations,Science,2008,18599766,4006,Klausberger-Somogyi-2008-53-Science-Fig1.pdf,figure,630,,,,
"Klausberger T, Somogyi P",Neuronal diversity and temporal dynamics: the unity of hippocampal circuit operations,Science,2008,18599766,4012,Klausberger-Somogyi-2008-53-Science-Fig1.pdf,figure,630,,,,
"Klausberger T, Somogyi P",Neuronal diversity and temporal dynamics: the unity of hippocampal circuit operations,Science,2008,18599766,4035,Klausberger-Somogyi-2008-53-Science-Fig1.pdf,figure,630,,,,
"Klausberger T, Somogyi P",Neuronal diversity and temporal dynamics: the unity of hippocampal circuit operations,Science,2008,18599766,4023,Klausberger-Somogyi-2008-53-Science-Fig1.pdf,figure,630,,,,
"Klausberger T, Somogyi P",Neuronal diversity and temporal dynamics: the unity of hippocampal circuit operations,Science,2008,18599766,4021,Klausberger-Somogyi-2008-53-Science-Fig1.pdf,figure,630,,,,
"Klausberger T, Somogyi P",Neuronal diversity and temporal dynamics: the unity of hippocampal circuit operations,Science,2008,18599766,4020,Klausberger-Somogyi-2008-53-Science-Fig1.pdf,figure,630,,,,
"Klausberger T, Somogyi P",Neuronal diversity and temporal dynamics: the unity of hippocampal circuit operations,Science,2008,Supplemental Figure 1,4000,Klausberger-Somogyi-2008-53-Science-FigS1.pdf,figure,,,,,
"Klink R, Alonso A",Morphological characteristics of layer II projection neurons in the rat medial entorhinal cortex,Hippocampus,1997,9347353,6082,Klink-Alonso-1997-571-Hippocampus-Fig2A.pdf,figure,,,,,
"Klink R, Alonso A",Morphological characteristics of layer II projection neurons in the rat medial entorhinal cortex,Hippocampus,1997,9347353,6082,Klink-Alonso-1997-571-Hippocampus-Fig3.pdf,figure,,,,,
"Klink R, Alonso A",Morphological characteristics of layer II projection neurons in the rat medial entorhinal cortex,Hippocampus,1997,9347353,6082,Klink-Alonso-1997-571-Hippocampus-Fig6.pdf,figure,,,,,
"Klink R, Alonso A",Morphological characteristics of layer II projection neurons in the rat medial entorhinal cortex,Hippocampus,1997,9347353,6008,Klink-Alonso-1997-571-Hippocampus-Fig7A.pdf,figure,,,,,
"Klink R, Alonso A",Morphological characteristics of layer II projection neurons in the rat medial entorhinal cortex,Hippocampus,1997,9347353,6082,Klink-Alonso-1997-571-Hippocampus-Fig9A.pdf,figure,,,,,
"Klink R, Alonso A",Morphological characteristics of layer II projection neurons in the rat medial entorhinal cortex,Hippocampus,1997,9347353,6008,Klink-Alonso-1997-571-Hippocampus-Fig10.pdf,figure,,,,,
"Klink R, Alonso A",Morphological characteristics of layer II projection neurons in the rat medial entorhinal cortex,Hippocampus,1997,9347353,6082,Klink-Alonso-1997-571-Hippocampus-Fig10.pdf,figure,,,,,
"Kumar SS, Buckmaster PS.","Hyperexcitability,interneurons, and loss of GABAergic synapses in entorhinalcortex in a model of temporal lobe epilepsy",The Journal of Neuroscience,2006,16641241,6040,Kumar-Buckmaster-2006-4613-JournofNeuroSci-Fig4A-TypeI.pdf,figure,,,,,
"Kumar SS, Buckmaster PS.","Hyperexcitability,interneurons, and loss of GABAergic synapses in entorhinalcortex in a model of temporal lobe epilepsy",The Journal of Neuroscience,2006,16641241,6047,Kumar-Buckmaster-2006-4613-JournofNeuroSci-Fig4A-TypeII.pdf,figure,,,,,
"Kunkel DD, LaCaille J-C, Schwartzkroin PA",Ultrastructure of Stratum  Lacunosum-Moleculare Interneurons of Hippocampal CAl Region,Synapse,1988,3187908,4005,Kunkel-Schwartzkroin-1988-382-Synapse-Fig1.pdf,figure,,,,,
"Kunkel DD, LaCaille J-C, Schwartzkroin PA",Ultrastructure of Stratum  Lacunosum-Moleculare Interneurons of Hippocampal CAl Region,Synapse,1988,3187908,4005,Kunkel-Schwartzkroin-1988-382-Synapse-Fig2.pdf,figure,,,,,
"Kunkel DD, LaCaille J-C, Schwartzkroin PA",Ultrastructure of Stratum  Lacunosum-Moleculare Interneurons of Hippocampal CAl Region,Synapse,1988,3187908,4005,Kunkel-Schwartzkroin-1988-382-Synapse-Fig4.pdf,figure,,,,,
Lacaille JC and Williams S,Membrane properties of interneurons in stratum oreins-alveus of the CA1 region of rat hippocampus in vitro.,Neuroscience,1990,2215928,4055,Lacaille-Williams-1990-349-Neurosci-Fig1B.pdf,figure,,,,,
"Lacaille JC, AL Mueller, DD Kunkel",Local circuit interactions between oriens/alveus interneurons and CA1 pyramidal cells in hippocampal slice: electrophysiology and morphology,The Journal of Neuroscience,1987,3612227,4055,Lacaille-Schwartzkroin-1987-1979-JNeurosci-Fig2A.pdf,figure,,,,,
"Lacaille JC, AL Mueller, DD Kunkel",Local circuit interactions between oriens/alveus interneurons and CA1 pyramidal cells in hippocampal slice: electrophysiology and morphology,The Journal of Neuroscience,1987,3612227,4055,Lacaille-Schwartzkroin-1987-1979-JNeurosci-Fig2B.pdf,figure,,,,,
"Lacaille JC, AL Mueller, DD Kunkel",Local circuit interactions between oriens/alveus interneurons and CA1 pyramidal cells in hippocampal slice: electrophysiology and morphology,The Journal of Neuroscience,1987,3612227,4055,Lacaille-Schwartzkroin-1987-1979-JNeurosci-Fig11.pdf,figure,,,,,
"Lacaille J-C, Schwartzkroin PA","Stratum Lacunosum-Moleculare Interneurons of Hippocampal CA1 Region. Intracellular Response Characteristics, Synaptic Responses, and Morphology",Journal of Neuroscience,1988,3357023,4005,Lacaille-Schwartzkroin-1988-1400-JNeurosci-Fig3A.pdf,figure,,,,,
"Lacaille J-C, Schwartzkroin PA","Stratum Lacunosum-Moleculare Interneurons of Hippocampal CA1 Region. Intracellular Response Characteristics, Synaptic Responses, and Morphology",Journal of Neuroscience,1988,3357023,4005,Lacaille-Schwartzkroin-1988-1400-JNeurosci-Fig3B.pdf,figure,,,,,
"Lacaille J-C, Schwartzkroin PA","Stratum Lacunosum-Moleculare Interneurons of Hippocampal CA1 Region. Intracellular Response Characteristics, Synaptic Responses, and Morphology",Journal of Neuroscience,1988,3357023,4005,Lacaille-Schwartzkroin-1988-1400-JNeurosci-Fig3C.pdf,figure,,,,,
"Lee SH, F_ldy C, Soltesz I",Distinct endocannabinoid control of GABA release at perisomatic and dendritic synapses in the hippocampus,J Neurosci,2010,20534847,4015,Lee-Soltesz-2010-7993-JNeurosci-Fig1B.pdf,figure,,,,,
"Lee SH, F_ldy C, Soltesz I",Distinct endocannabinoid control of GABA release at perisomatic and dendritic synapses in the hippocampus,J Neurosci,2010,20534847,4015,Lee-Soltesz-2010-7993-JNeurosci-Fig1C.pdf,figure,,,,,
"Li XG, Somogyi P, Tepper JM, Buzsaiki G.", Axonal and dendritic arborization of an intracellularly labeled chandelier cell in the CA1 region of rat hippocampus, Exp Brain Res ,1992,1385200,4036,Li-Buzsaki-1992-519-ExpBrainRes-Fig1A.pdf,figure,,,,,
"Li XG, Somogyi P, Tepper JM, Buzsaiki G.", Axonal and dendritic arborization of an intracellularly labeled chandelier cell in the CA1 region of rat hippocampus, Exp Brain Res ,1992,1385200,4036,Li-Buzsaki-1992-519-ExpBrainRes-Fig1B.pdf,figure,,,,,
"Li XG, Somogyi P, Ylinen A, Buzsaki G  ",The hippocampal CA3 network: an in vivo intracellular labeling study,  J Comp Neurol,1994,8300905,2004,Li-Buzsaki-1994-181-JCompNeurol-Fig2.pdf,figure,,,,,
"Li XG, Somogyi P, Ylinen A, Buzsaki G  ",The hippocampal CA3 network: an in vivo intracellular labeling study,  J Comp Neurol,1994,8300905,2004,Li-Buzsaki-1994-181-JCompNeurol-Fig7.pdf,figure,,,,,
"Li XG, Somogyi P, Ylinen A, Buzsaki G  ",The hippocampal CA3 network: an in vivo intracellular labeling study,  J Comp Neurol,1994,8300905,2004,Li-Buzsaki-1994-181-JCompNeurol-Fig13.pdf,figure,,,,,
"Li XG, Somogyi P, Ylinen A, Buzsaki G  ",The hippocampal CA3 network: an in vivo intracellular labeling study,  J Comp Neurol,1994,8300905,2004,Li-Buzsaki-1994-181-JCompNeurol-Fig14.pdf,figure,,,,,
"Li XG, Somogyi P, Ylinen A, Buzsaki G  ",The hippocampal CA3 network: an in vivo intracellular labeling study,  J Comp Neurol,1994,8300905,2004,Li-Buzsaki-1994-181-JCompNeurol-Fig15.pdf,figure,,,,,
"Lingenh_hl K, Finch DM",Morphological characterization of rat entorhinal neurons in vivo: soma-dendritic structure and axonal domains,Experimental Brain Research,1991,1713171,6005,Lingenhohl-Finch-1991-57-ExpBrainRes-Tab1.pdf,table,,,,,
"Lingenh_hl K, Finch DM",Morphological characterization of rat entorhinal neurons in vivo: soma-dendritic structure and axonal domains,Experimental Brain Research,1991,1713171,6082,Lingenhohl-Finch-1991-57-ExpBrainRes-Tab1.pdf,table,,,,,
"Lingenh_hl K, Finch DM",Morphological characterization of rat entorhinal neurons in vivo: soma-dendritic structure and axonal domains,Experimental Brain Research,1991,1713171,6082,Lingenhohl-Finch-1991-57-ExpBrainRes-Tab1.pdf,table,,,,,
"Lingenh_hl K, Finch DM",Morphological characterization of rat entorhinal neurons in vivo: soma-dendritic structure and axonal domains,Experimental Brain Research,1991,1713171,6005,Lingenhohl-Finch-1991-57-ExpBrainRes-Fig2.pdf,figure,,,,,
"Lingenh_hl K, Finch DM",Morphological characterization of rat entorhinal neurons in vivo: soma-dendritic structure and axonal domains,Experimental Brain Research,1991,1713171,6005,Lingenhohl-Finch-1991-57-ExpBrainRes-Fig2.pdf,figure,,,,,
"Lingenh_hl K, Finch DM",Morphological characterization of rat entorhinal neurons in vivo: soma-dendritic structure and axonal domains,Experimental Brain Research,1991,1713171,6082,Lingenhohl-Finch-1991-57-ExpBrainRes-Fig2.pdf,figure,,,,,
"Lingenh_hl K, Finch DM",Morphological characterization of rat entorhinal neurons in vivo: soma-dendritic structure and axonal domains,Experimental Brain Research,1991,1713171,6095,Lingenhohl-Finch-1991-57-ExpBrainRes-Fig5.pdf,figure,,,,,
"Lingenh_hl K, Finch DM",Morphological characterization of rat entorhinal neurons in vivo: soma-dendritic structure and axonal domains,Experimental Brain Research,1991,1713171,6085,Lingenhohl-Finch-1991-57-ExpBrainRes-Fig6D.pdf,figure,,,,,
"Lingenh_hl K, Finch DM",Morphological characterization of rat entorhinal neurons in vivo: soma-dendritic structure and axonal domains,Experimental Brain Research,1991,1713171,6095,Lingenhohl-Finch-1991-57-ExpBrainRes-Fig7.pdf,figure,,,,,
"Lingenh_hl K, Finch DM",Morphological characterization of rat entorhinal neurons in vivo: soma-dendritic structure and axonal domains,Experimental Brain Research,1991,1713171,6085,Lingenhohl-Finch-1991-57-ExpBrainRes-Fig7.pdf,figure,,,,,
"Lingenh_hl K, Finch DM",Morphological characterization of rat entorhinal neurons in vivo: soma-dendritic structure and axonal domains,Experimental Brain Research,1991,1713171,6085,Lingenhohl-Finch-1991-57-ExpBrainRes-Fig8.pdf,figure,,,,,
"Lingenh_hl K, Finch DM",Morphological characterization of rat entorhinal neurons in vivo: soma-dendritic structure and axonal domains,Experimental Brain Research,1991,1713171,6095,Lingenhohl-Finch-1991-57-ExpBrainRes-Fig8.pdf,figure,,,,,
"Lingenh_hl K, Finch DM",Morphological characterization of rat entorhinal neurons in vivo: soma-dendritic structure and axonal domains,Experimental Brain Research,1991,1713171,6095,Lingenhohl-Finch-1991-57-ExpBrainRes-Fig8.pdf,figure,,,,,
"Lingenh_hl K, Finch DM",Morphological characterization of rat entorhinal neurons in vivo: soma-dendritic structure and axonal domains,Experimental Brain Research,1991,1713171,6005,Lingenhohl-Finch-1991-57-ExpBrainRes-Fig8.pdf,figure,,,,,
"Lingenh_hl K, Finch DM",Morphological characterization of rat entorhinal neurons in vivo: soma-dendritic structure and axonal domains,Experimental Brain Research,1991,1713171,6005,Lingenhohl-Finch-1991-57-ExpBrainRes-Fig9.pdf,figure,,,,,
"Lingenh_hl K, Finch DM",Morphological characterization of rat entorhinal neurons in vivo: soma-dendritic structure and axonal domains,Experimental Brain Research,1991,1713171,6082,Lingenhohl-Finch-1991-57-ExpBrainRes-Fig11.pdf,figure,,,,,
"Lingenh_hl K, Finch DM",Morphological characterization of rat entorhinal neurons in vivo: soma-dendritic structure and axonal domains,Experimental Brain Research,1991,1713171,6082,Lingenhohl-Finch-1991-57-ExpBrainRes-Fig12.pdf,figure,,,,,
"Lingenh_hl K, Finch DM",Morphological characterization of rat entorhinal neurons in vivo: soma-dendritic structure and axonal domains,Experimental Brain Research,1991,1713171,6095,Lingenhohl-Finch-1991-57-ExpBrainRes-Fig13.pdf,figure,,,,,
"Lingenh_hl K, Finch DM",Morphological characterization of rat entorhinal neurons in vivo: soma-dendritic structure and axonal domains,Experimental Brain Research,1991,1713171,6095,Lingenhohl-Finch-1991-57-ExpBrainRes-Fig14.pdf,figure,,,,,
"Losonczy A, Birã AA, Nusser Z",Persistently active cannabinoid receptors mute a subpopulation of hippocampal interneurons,Proceedings of the National Academy of Sciences USA,2004,14734812,2036,Losonczy-Nusser-2004-1362-PNAS-Fig3.pdf,figure,,,,,
"Losonczy A, Zhang L, Shigemoto R, Somogyi P, Nusser Z",Cell type dependence and variability in the short-term plasticity of EPSCs in identified mouse hippocampal interneurones,Journal of Physiology,2002,12096061,4069,Losonczy-Nusser-2002-193-JPhsyiol-Fig1.pdf,figure,,,,,
"Losonczy A, Zhang L, Shigemoto R, Somogyi P, Nusser Z",Cell type dependence and variability in the short-term plasticity of EPSCs in identified mouse hippocampal interneurones,Journal of Physiology,2002,12096061,"4068, 4035",Losonczy-Nusser-2002-193-JPhsyiol-Fig5.pdf,figure,,,,,
"Lbke J, Frotscher M, Spruslon N ",Specialized electrophysiological  properties of anatomically  identified  neurons  in  the  hilar  region  of  the  rat  fascia  dentata.,J  Neurophysiol  ,1998,9497429,1000,Lubke-Spruston-1998-1518-JNeurophys-Fig1A.pdf,figure,,,,,
"Lbke J, Frotscher M, Spruslon N ",Specialized electrophysiological  properties of anatomically  identified  neurons  in  the  hilar  region  of  the  rat  fascia  dentata.,J  Neurophysiol  ,1998,9497429,1002,Lubke-Spruston-1998-1518-JNeurophys-Fig4.pdf,figure,,,,,
"Lbke J, Frotscher M, Spruslon N ",Specialized electrophysiological  properties of anatomically  identified  neurons  in  the  hilar  region  of  the  rat  fascia  dentata.,J  Neurophysiol  ,1998,9497429,1002,Lubke-Spruston-1998-1518-JNeurophys-Fig5A.pdf,figure,,,,,
"Lbke J, Frotscher M, Spruslon N ",Specialized electrophysiological  properties of anatomically  identified  neurons  in  the  hilar  region  of  the  rat  fascia  dentata.,J  Neurophysiol  ,1998,9497429,1026,Lubke-Spruston-1998-1518-JNeurophys-Fig6A.pdf,figure,,,,,
"Lbke J, Frotscher M, Spruslon N ",Specialized electrophysiological  properties of anatomically  identified  neurons  in  the  hilar  region  of  the  rat  fascia  dentata.,J  Neurophysiol  ,1998,9497429,1027,Lubke-Spruston-1998-1518-JNeurophys-Fig7.pdf,figure,,,,,
"Lbke J, Frotscher M, Spruslon N ",Specialized electrophysiological  properties of anatomically  identified  neurons  in  the  hilar  region  of  the  rat  fascia  dentata.,J  Neurophysiol  ,1998,9497429,1027,Lubke-Spruston-1998-1518-JNeurophys-Fig8A.pdf,figure,,,,,
"Lbke J, Frotscher M, Spruslon N ",Specialized electrophysiological  properties of anatomically  identified  neurons  in  the  hilar  region  of  the  rat  fascia  dentata.,J  Neurophysiol  ,1998,9497429,1026,Lubke-Spruston-1998-1518-JNeurophys-Fig8B.pdf,figure,,,,,
"Lbke J, Frotscher M, Spruslon N ",Specialized electrophysiological  properties of anatomically  identified  neurons  in  the  hilar  region  of  the  rat  fascia  dentata.,J  Neurophysiol  ,1998,9497429,1027,Lubke-Spruston-1998-1518-JNeurophys-Fig9A.pdf,figure,,,,,
"Maccaferri G, Roberts JD, Szucs P, Cottingham CA, Somogyi P",Cell surface domain specific postsynaptic currents evoked by identified GABAergic neurones in rat hippocampus in vitro,Journal of Physiology,2000,10747186,4069,Maccaferri-Somogyi-2000-91-JPhysiol-Fig2A.pdf,figure,,,,,
"Maccaferri G, Roberts JD, Szucs P, Cottingham CA, Somogyi P",Cell surface domain specific postsynaptic currents evoked by identified GABAergic neurones in rat hippocampus in vitro,Journal of Physiology,2000,10747186,4035,Maccaferri-Somogyi-2000-91-JPhysiol-Fig4A.pdf,figure,,,,,
"Maccaferri G, Roberts JD, Szucs P, Cottingham CA, Somogyi P",Cell surface domain specific postsynaptic currents evoked by identified GABAergic neurones in rat hippocampus in vitro,Journal of Physiology,2000,10747186,4039,Maccaferri-Somogyi-2000-91-JPhysiol-Fig9C.pdf,figure,,,,,
"Maccaferri,  G.  &  McBain,  C.J.",Long-term potentiation in distinct subtypes of hippocampal nonpyramidal neurons. ,Journal of Neuroscience,1996,8757246,4054,Maccaferri-McBain-1996-5334-JNeurosci-Fig5.pdf,figure,,,,,
"McBain CJ, DiChiara TJ, Kauer JA",Activation of metabotropic glutamate receptors differentially affects two classes of hippocampal interneurons and potentiates excitatory synaptic transmission,The Journal of Neuroscience,1994,7517996,4069,McBain-Kauer-1994-4433-JNeurosci-Fig4A.pdf,figure,,,,,
"Mercer A, Eastlake K, Trigg HL, Thomson AM",Local circuitry involving parvalbumin-positive basket cells in the CA2 region of the hippocampus,Hippocampus._,2012,20882544,3006,Mercer-Thomson-2012-43-Hippocampus-Fig1A1.pdf,figure,,,,,
"Mercer A, Eastlake K, Trigg HL, Thomson AM",Local circuitry involving parvalbumin-positive basket cells in the CA2 region of the hippocampus,Hippocampus._,2012,20882544,3007,Mercer-Thomson-2012-43-Hippocampus-Fig1B1.pdf,figure,,,,,
"Mercer A, Eastlake K, Trigg HL, Thomson AM",Local circuitry involving parvalbumin-positive basket cells in the CA2 region of the hippocampus,Hippocampus._,2012,20882544,3006,Mercer-Thomson-2012-43-Hippocampus-Fig4A1.pdf,figure,,,,,
"Mercer A, Eastlake K, Trigg HL, Thomson AM",Local circuitry involving parvalbumin-positive basket cells in the CA2 region of the hippocampus,Hippocampus._,2012,20882544,3007,Mercer-Thomson-2012-43-Hippocampus-Fig5A1.pdf,figure,,,,,
"Mercer A, Trigg HL, Thomson AM",Characterization of Neurons in the CA2 Subfield of the Adult Rat Hippocampus,The Journal of Neuroscience,2007,17611285,3000,Mercer-Thomson-2007-7329-JNeurosc-Fig2AB.pdf,figure,80305,,,,
"Mercer A, Trigg HL, Thomson AM",Characterization of Neurons in the CA2 Subfield of the Adult Rat Hippocampus,The Journal of Neuroscience,2007,17611285,3006,Mercer-Thomson-2007-7329-JNeurosc-Fig3B.pdf,figure,80310,,,,
"Mercer A, Trigg HL, Thomson AM",Characterization of Neurons in the CA2 Subfield of the Adult Rat Hippocampus,The Journal of Neuroscience,2007,17611285,3007,Mercer-Thomson-2007-7329-JNeurosc-Fig3C.pdf,figure,80310,,,,
"Mercer A, Trigg HL, Thomson AM",Characterization of Neurons in the CA2 Subfield of the Adult Rat Hippocampus,The Journal of Neuroscience,2007,17611285,3003,Mercer-Thomson-2007-7329-JNeurosc-Fig4BC.pdf,figure,80315,,,,
"Miles R, Tãth K, Gulyös AI, Höjos N, Freund TF",Differences between somatic and dendritic inhibition in the hippocampus Neuron ,Neuron,1996,8607999,2030,Miles-Freund-1996-815-Neuron-Fig2B.pdf,figure,,,,,
"Mott DD, Turner DA, Okazaki MM, Lewis DV",Interneurons of  the dentate-hilus border of the rat dentate gyrus: Morphological and electrophysiological heterogeneity.,Journal of Neuroscience,1997,9151716,"1009, 1033",Mott-Lewis-1997-3990-JNeurosci-Fig3.pdf,figure,,,,,
"Mott DD, Turner DA, Okazaki MM, Lewis DV",Interneurons of  the dentate-hilus border of the rat dentate gyrus: Morphological and electrophysiological heterogeneity.,Journal of Neuroscience,1997,9151716,1006,Mott-Lewis-1997-3990-JNeurosci-Fig4.pdf,figure,,,,,
"Mott DD, Turner DA, Okazaki MM, Lewis DV",Interneurons of  the dentate-hilus border of the rat dentate gyrus: Morphological and electrophysiological heterogeneity.,Journal of Neuroscience,1997,9151716,1004,Mott-Lewis-1997-3990-JNeurosci-Fig5.pdf,figure,,,,,
"Naber, P.A.,  Lopes  da  Silva,  F.H.  and  Witter,  M.P.  ",Reciprocal  connections between the entorhinal cortex and hippocampal fields CA1 and the subiculum are in register with the projections from CA1 to the subiculum.,"Hippocampus, 11(2): 99«__104.",2001,11345131,4000,Naber-Witter-2001-99-Hippocampus-Fig2C.pdf,figure,,,,,
"Oliva AA Jr, Jiang M, Lam T, Smith KL, Swann JW",Novel hippocampal interneuronal subtypes identified using transgenic mice that express green fluorescent protein in GABAergic interneurons,Journal of Neuroscience,2000,10777798,4066,Oliva-Swann-2000-3354-JNeurosci-Fig4BC.pdf,figure,,,,,
"Patton PE, McNaughton B",Connection matrix of the hippocampal formation: I The dentate gyrus,Hippocampus,1995,8589792,,,,,,,,
"Pawelzik H, Hughes DI, Thomson AM",Physiological and morphological diversity of immunocytochemically defined parvalbumin- and cholecystokinin-positive interneurones in CA1 of the adult rat hippocampus,The Journal of Comparative Neurology,2002,11807843,"4037, 4036, 4033, 4026",Pawelzik-Thomson-2002-346-JCompNeurol-Fig1.pdf,figure,,,,,
"Pawelzik H, Hughes DI, Thomson AM",Physiological and morphological diversity of immunocytochemically defined parvalbumin- and cholecystokinin-positive interneurones in CA1 of the adult rat hippocampus,The Journal of Comparative Neurology,2002,11807843,"4037, 4026",Pawelzik-Thomson-2002-346-JCompNeurol-Fig3.pdf,figure,,,,,
"Pawelzik H, Hughes DI, Thomson AM",Physiological and morphological diversity of immunocytochemically defined parvalbumin- and cholecystokinin-positive interneurones in CA1 of the adult rat hippocampus,The Journal of Comparative Neurology,2002,11807843,4036,Pawelzik-Thomson-2002-346-JCompNeurol-Fig4.pdf,figure,,,,,
"Pawelzik H, Hughes DI, Thomson AM",Physiological and morphological diversity of immunocytochemically defined parvalbumin- and cholecystokinin-positive interneurones in CA1 of the adult rat hippocampus,The Journal of Comparative Neurology,2002,11807843,"4037, 4036, 4033, 4015, 4028, 4003, 4039",Pawelzik-Thomson-2002-346-JCompNeurol-Tab1.pdf,table,,,,,
"Pawelzik H, Hughes DI, Thomson AM",Physiological and morphological diversity of immunocytochemically defined parvalbumin- and cholecystokinin-positive interneurones in CA1 of the adult rat hippocampus,The Journal of Comparative Neurology,2002,11807843,4037,Pawelzik-Thomson-2002-346-JCompNeurol-Tab2.pdf,table,,,,,
"Pawelzik H, Hughes DI, Thomson AM",Physiological and morphological diversity of immunocytochemically defined parvalbumin- and cholecystokinin-positive interneurones in CA1 of the adult rat hippocampus,The Journal of Comparative Neurology,2002,11807843,4033,Pawelzik-Thomson-2002-346-JCompNeurol-Fig8.pdf,figure,,,,,
"Pawelzik H, Hughes DI, Thomson AM",Physiological and morphological diversity of immunocytochemically defined parvalbumin- and cholecystokinin-positive interneurones in CA1 of the adult rat hippocampus,The Journal of Comparative Neurology,2002,11807843,4015,Pawelzik-Thomson-2002-346-JCompNeurol-Fig9.pdf,figure,,,,,
"Pawelzik H, Hughes DI, Thomson AM",Physiological and morphological diversity of immunocytochemically defined parvalbumin- and cholecystokinin-positive interneurones in CA1 of the adult rat hippocampus,The Journal of Comparative Neurology,2002,11807843,"4028, 4000",Pawelzik-Thomson-2002-346-JCompNeurol-Fig10.pdf,figure,,,,,
"Pawelzik H, Hughes DI, Thomson AM",Physiological and morphological diversity of immunocytochemically defined parvalbumin- and cholecystokinin-positive interneurones in CA1 of the adult rat hippocampus,The Journal of Comparative Neurology,2002,11807843,4028,Pawelzik-Thomson-2002-346-JCompNeurol-Fig11.pdf,figure,,,,,
"Pawelzik H, Hughes DI, Thomson AM",Physiological and morphological diversity of immunocytochemically defined parvalbumin- and cholecystokinin-positive interneurones in CA1 of the adult rat hippocampus,The Journal of Comparative Neurology,2002,11807843,4003,Pawelzik-Thomson-2002-346-JCompNeurol-Fig12.pdf,figure,,,,,
"Pawelzik H, Hughes DI, Thomson AM",Physiological and morphological diversity of immunocytochemically defined parvalbumin- and cholecystokinin-positive interneurones in CA1 of the adult rat hippocampus,The Journal of Comparative Neurology,2002,11807843,"4037, 4036, 4033, 4026, 4028, 4000, 4003",Pawelzik-Thomson-2002-346-JCompNeurol-Fig13.pdf,figure,,,,,
"Poolos NP, Bullis JB, Roth MK",Modulation of h-Channels in Hippocampal Pyramidal Neurons by p38 Mitogen-Activated Protein Kinase,Journal of Neuroscience,2006,16870744,4054,Poolos-Roth-2006-7995-JNeurosci-Fig1B.pdf,figure,,,,,
"Price CJ, Cauli B, Kovacs ER, Kulik A, Lambolez B, Shigemoto R, Capogna M",Neurogliaform neurons form a novel inhibitory network in the hippocampal CA1 area,The Journal of Neuroscience,2005,16033887,4011,Price-Capogna-2005-JNeurosci-Fig1A.pdf,figure,732,,,,
"Price CJ, Cauli B, Kovacs ER, Kulik A, Lambolez B, Shigemoto R, Capogna M",Neurogliaform neurons form a novel inhibitory network in the hippocampal CA1 area,The Journal of Neuroscience,2005,16033887,4012,Price-Capogna-2005-JNeurosci-Fig1B.pdf,figure,732,,,,
